name,lat,lon,country,score_growth_rate,score_saturation,score_competition,industry,overall_score
fiberoptic components,42.44,-71.77,united states,,1.409205104,10,medical devices,5.704602552
"guangdong kangerle medical instruments co.,ltd.",22.58,113.08,china,,7.677079716,2.530220925,medical devices,5.103650321
"ra medical systems, manufacturer of the dabra and pharos",33.15,-117.34,united states,,1.409205104,10,medical devices,5.704602552
"mobius imaging, llc",42.54,-71.65,united states,,1.409205104,10,medical devices,5.704602552
federfarma.co distribuzione e servizi in farmacia s.p.a.,45.34,9.27,italy,,3.351028959,0.7669862443,medical devices,2.059007602
heyer medical ag,50.33,7.71,germany,,2.830650556,0.9170487703,medical devices,1.873849663
national hearing centers,30.16,-81.7,united states,,1.409205104,10,medical devices,5.704602552
biobase industria e comercio,-22.23,-45.93,brazil,,4.538669294,1.033764068,medical devices,2.786216681
ritter dental usa,29.42,-98.49,united states,,1.409205104,10,medical devices,5.704602552
brennan & company,53.28,-6.21,ireland,,0,0.1375573155,medical devices,0.06877865777
expeditor systems,34.07,-84.29,united states,,1.409205104,10,medical devices,5.704602552
nocospray,45.5,-73.58,canada,,2.931045997,0.4918716132,medical devices,1.711458805
safarmex,-26.18,28.32,south africa,,4.50425314,0.1125468945,medical devices,2.308400017
scheck & siress,41.85,-87.96,united states,,1.409205104,10,medical devices,5.704602552
bmp medical,42.44,-71.77,united states,,1.409205104,10,medical devices,5.704602552
"holaira, inc.",44.98,-93.26,united states,,1.409205104,10,medical devices,5.704602552
materialise dental,50.88,4.7,belgium,,2.111148829,0.1125468945,medical devices,1.111847862
"techlab, inc.",37.22,-80.41,united states,,1.409205104,10,medical devices,5.704602552
technopath clinical diagnostics usa,40.82,-73.5,united states,,1.409205104,10,medical devices,5.704602552
"pinnacle, inc.",42.6,-83.14,united states,,1.409205104,10,medical devices,5.704602552
pz cormay s.a,52.34,20.88,poland,,3.566789798,0.141725719,medical devices,1.854257758
promed molded products,45.01,-93.45,united states,,1.409205104,10,medical devices,5.704602552
taisa logistics 1960 sa,40.4,-3.69,spain,,3.317899351,0.6252605252,medical devices,1.971579938
medical distribution network,38.77,-75.13,united states,,1.409205104,10,medical devices,5.704602552
universal medical,38.55,-91.01,united states,,1.409205104,10,medical devices,5.704602552
"avante health solutions (ferndale, mi)",42.46,-83.13,united states,,1.409205104,10,medical devices,5.704602552
jota ag rotary instruments,47.42,9.37,switzerland,,1.452147924,0.3668195081,medical devices,0.9094837162
mercury medical,27.96,-82.8,united states,,1.409205104,10,medical devices,5.704602552
clongene,30.29,120.16,china,,7.677079716,2.530220925,medical devices,5.103650321
yenssen biotech,31.92,120.31,china,,7.677079716,2.530220925,medical devices,5.103650321
dental point,32.49,74.53,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
sanrai med india,30.73,76.78,india,,5.617063078,1.092121717,medical devices,3.354592398
danaah medical technologies,12.23,76.42,india,,5.617063078,1.092121717,medical devices,3.354592398
"viveve, inc.",39.64,-104.98,united states,,1.409205104,10,medical devices,5.704602552
"mlg medical instrument (shenzhen) co., ltd.",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
cemde s.a,6.25,-75.56,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
kld biosistemas,-22.7,-46.76,brazil,,4.538669294,1.033764068,medical devices,2.786216681
dipromedicos,4.64,-74.06,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
data innovations llc,44.46,-73.17,united states,,1.409205104,10,medical devices,5.704602552
tensentric,40.01,-105.27,united states,,1.409205104,10,medical devices,5.704602552
three rivers optical company,40.44,-79.99,united states,,1.409205104,10,medical devices,5.704602552
"candelis, inc.",33.61,-117.92,united states,,1.409205104,10,medical devices,5.704602552
"summit medical, inc.",44.8,-93.16,united states,,1.409205104,10,medical devices,5.704602552
the fetal medicine foundation,51.5,-0.12,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
sunniva,49.25,-123.13,canada,,2.931045997,0.4918716132,medical devices,1.711458805
"rynel, inc.",44,-69.66,united states,,1.409205104,10,medical devices,5.704602552
sensal health,35.91,-79.05,united states,,1.409205104,10,medical devices,5.704602552
healthentire,51.5,-0.12,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
gn resound,55.73,12.36,denmark,,1.476096221,0.1125468945,medical devices,0.7943215576
hearatlast canada,43.7,-79.41,canada,,2.931045997,0.4918716132,medical devices,1.711458805
"chengdu empsun medical co., ltd.",30.66,104.06,china,,7.677079716,2.530220925,medical devices,5.103650321
rextra ltd,47.5,19.08,hungary,,3.628043918,0.01667361401,medical devices,1.822358766
fci ophthalmics,42.06,-70.8,united states,,1.409205104,10,medical devices,5.704602552
cascade orthopedic supply,39.72,-121.83,united states,,1.409205104,10,medical devices,5.704602552
"shenzhen amydi-med electronics tech co.,ltd",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
pbteb,35.69,51.42,iran,,,0.141725719,medical devices,
ivoclar vivadent españa y portugal,40.4,-3.69,spain,,3.317899351,0.6252605252,medical devices,1.971579938
asesorías y soluciones integrales en salud (ays),6.25,-75.56,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
parana comercio de produtos medicos hospitalares,-30.03,-51.23,brazil,,4.538669294,1.033764068,medical devices,2.786216681
resource medical group,34.93,-82.14,united states,,1.409205104,10,medical devices,5.704602552
nuvectra,33.01,-96.69,united states,,1.409205104,10,medical devices,5.704602552
starkstrom,51.5,-0.41,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
tri dental implants int. ag,47.17,8.42,switzerland,,1.452147924,0.3668195081,medical devices,0.9094837162
progressive medical corporation,14.6,120.98,philippines,,5.768327874,0.07503126303,medical devices,2.921679568
"dfine, inc.",37.33,-121.89,united states,,1.409205104,10,medical devices,5.704602552
carmat,48.78,2.19,france,,2.92504587,0.5627344727,medical devices,1.743890172
boxholm dental tandteknik,58.2,15.05,sweden,,2.304630783,0.1375573155,medical devices,1.221094049
united technical support services,41.23,-81.34,united states,,1.409205104,10,medical devices,5.704602552
trate ag,47.2,8.72,switzerland,,1.452147924,0.3668195081,medical devices,0.9094837162
acotral distribucion canarias sa,28.46,-16.25,spain,,3.317899351,0.6252605252,medical devices,1.971579938
trade blue,39.14,-77.2,united states,,1.409205104,10,medical devices,5.704602552
medx diagnostics,11.6,37.38,ethiopia,,9.840240504,0.008336807003,medical devices,4.924288656
"at home health equipment, llc",39.76,-86.15,united states,,1.409205104,10,medical devices,5.704602552
paul hartmann b.v.,51.83,5.86,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
dinamik röntgen san. ve tic. ltd. şti / dynamic x-ray co.,39.95,32.75,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
bio medical instruments,32.49,74.53,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
medpro associates,39.76,-105.68,united states,,1.409205104,10,medical devices,5.704602552
utitec inc.,41.6,-73.11,united states,,1.409205104,10,medical devices,5.704602552
"sceneray corporation, limited",31.3,120.59,china,,7.677079716,2.530220925,medical devices,5.103650321
pmt corporation,44.86,-93.53,united states,,1.409205104,10,medical devices,5.704602552
puretone ltd,51.38,0.5,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
miller-stephenson medical llc,41.39,-73.45,united states,,1.409205104,10,medical devices,5.704602552
opti medical systems,34.02,-84.36,united states,,1.409205104,10,medical devices,5.704602552
geauga rehabilitation engineering inc.,41.61,-81.14,united states,,1.409205104,10,medical devices,5.704602552
weiss-aug surgical products division,40.88,-74.3,united states,,1.409205104,10,medical devices,5.704602552
instadose,33.66,-117.82,united states,,1.409205104,10,medical devices,5.704602552
identity optical,40.51,-88.99,united states,,1.409205104,10,medical devices,5.704602552
riverpoint medical,45.52,-122.67,united states,,1.409205104,10,medical devices,5.704602552
"sterivic medical co.,ltd.",30.66,117.47,china,,7.677079716,2.530220925,medical devices,5.103650321
aamed comercio de equipamentos,-23.47,-46.66,brazil,,4.538669294,1.033764068,medical devices,2.786216681
proxy biomedical,53.27,-9.04,ireland,,0,0.1375573155,medical devices,0.06877865777
gmi corporation,39.48,-86.05,united states,,1.409205104,10,medical devices,5.704602552
technimen agha (pvt) ltd.,32.49,74.53,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
"sunlant bioengineering co., ltd.",31.56,120.28,china,,7.677079716,2.530220925,medical devices,5.103650321
leventon sau (werfenlife),41.48,1.87,spain,,3.317899351,0.6252605252,medical devices,1.971579938
triolab finland oy,60.45,22.26,finland,,3.406918135,0.04585243852,medical devices,1.726385287
laboratoires arion,43.59,7,france,,2.92504587,0.5627344727,medical devices,1.743890172
magforce ag,52.51,13.4,germany,,2.830650556,0.9170487703,medical devices,1.873849663
x-l engineering corp.,42.01,-87.8,united states,,1.409205104,10,medical devices,5.704602552
"shenzhen acurio instruments co.,ltd.",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
medtron ag,49.23,7,germany,,2.830650556,0.9170487703,medical devices,1.873849663
dental wings,45.5,-73.58,canada,,2.931045997,0.4918716132,medical devices,1.711458805
"maxtec - gas sensing, analysis & delivery",40.76,-111.89,united states,,1.409205104,10,medical devices,5.704602552
hitachi healthcare turkey sağlık sanayi a.ş.,39.91,32.84,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
premier dental products company/usa,40.1,-75.27,united states,,1.409205104,10,medical devices,5.704602552
canada care medical,45.41,-75.7,canada,,2.931045997,0.4918716132,medical devices,1.711458805
gyrus acmi l.p.,45.11,-93.4,united states,,1.409205104,10,medical devices,5.704602552
hittech prontor gmbh,48.75,8.55,germany,,2.830650556,0.9170487703,medical devices,1.873849663
breathe medical manufacturing ltd.,49.88,-119.48,canada,,2.931045997,0.4918716132,medical devices,1.711458805
nobre medical produtos médicos importação e exportação ltda,-16.66,-49.26,brazil,,4.538669294,1.033764068,medical devices,2.786216681
plaza medical inc,39.73,-104.98,united states,,1.409205104,10,medical devices,5.704602552
soleko ioldivision,41.63,13.31,italy,,3.351028959,0.7669862443,medical devices,2.059007602
aycan digitalsysteme gmbh,49.78,9.93,germany,,2.830650556,0.9170487703,medical devices,1.873849663
elab solutions,33.74,-84.38,united states,,1.409205104,10,medical devices,5.704602552
integramédica perú,-12.04,-77.02,peru,,5.610056712,0.1458941226,medical devices,2.877975417
clearwater clinical limited,45.41,-75.7,canada,,2.931045997,0.4918716132,medical devices,1.711458805
volk optical inc.,41.66,-81.33,united states,,1.409205104,10,medical devices,5.704602552
"sechrist industries, inc.",33.83,-117.91,united states,,1.409205104,10,medical devices,5.704602552
l c i produtos diagnosticos,-25.28,-49.23,brazil,,4.538669294,1.033764068,medical devices,2.786216681
xion medical,52.51,13.4,germany,,2.830650556,0.9170487703,medical devices,1.873849663
popp gmbh & co. kg,49.72,11.06,germany,,2.830650556,0.9170487703,medical devices,1.873849663
biolas health inc.,39.95,32.63,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
"maskco technologies, inc.",25.77,-80.19,united states,,1.409205104,10,medical devices,5.704602552
tri supreme optical lab,40.73,-73.44,united states,,1.409205104,10,medical devices,5.704602552
becker orthopedic,42.6,-83.14,united states,,1.409205104,10,medical devices,5.704602552
beijing kewei clinical diagnostic reagent inc.,39.92,116.38,china,,7.677079716,2.530220925,medical devices,5.103650321
johnson & johnson medical india (jjmi) ltd.,19.07,72.88,india,,5.617063078,1.092121717,medical devices,3.354592398
"safety medical devices, llc",33.44,-112.07,united states,,1.409205104,10,medical devices,5.704602552
"isotis orthobiologics, inc.",33.66,-117.82,united states,,1.409205104,10,medical devices,5.704602552
interton,55.73,12.36,denmark,,1.476096221,0.1125468945,medical devices,0.7943215576
lab care diagnostics  (india) pvt ltd,22.41,88.01,india,,5.617063078,1.092121717,medical devices,3.354592398
cropper medical inc / bio skin,42.19,-122.7,united states,,1.409205104,10,medical devices,5.704602552
"orthalign, inc.",33.6,-117.74,united states,,1.409205104,10,medical devices,5.704602552
alex huelva sl,37.27,-6.94,spain,,3.317899351,0.6252605252,medical devices,1.971579938
carl zeiss s.e.asia,1.29,103.85,singapore,,1.808076323,0.1792413506,medical devices,0.9936588366
misonix,40.73,-73.44,united states,,1.409205104,10,medical devices,5.704602552
certified quality associates,42.76,-71.46,united states,,1.409205104,10,medical devices,5.704602552
"planmeca usa, inc.",42.04,-88.07,united states,,1.409205104,10,medical devices,5.704602552
straumann italia s.r.l.,45.46,9.19,italy,,3.351028959,0.7669862443,medical devices,2.059007602
litecure llc,39.66,-75.56,united states,,1.409205104,10,medical devices,5.704602552
kaiyan medical,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
epimed international,32.78,-96.8,united states,,1.409205104,10,medical devices,5.704602552
dental implant bay - dibay,29.42,-98.49,united states,,1.409205104,10,medical devices,5.704602552
gulsa tibbi cihazlar ve malzeme san. tic. a.s.,38.17,27.37,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
fashion logistics forwarders sa,43.3,-8.5,spain,,3.317899351,0.6252605252,medical devices,1.971579938
cleancut technologies,33.83,-117.91,united states,,1.409205104,10,medical devices,5.704602552
auer precision company,33.42,-111.82,united states,,1.409205104,10,medical devices,5.704602552
think surgical,37.54,-121.98,united states,,1.409205104,10,medical devices,5.704602552
westcoast brace & limb inc,28.07,-82.76,united states,,1.409205104,10,medical devices,5.704602552
atreya ayurvedic pharmacy,29.1,77.26,india,,5.617063078,1.092121717,medical devices,3.354592398
ackermann instrumente gmbh,40.73,-73.05,united states,,1.409205104,10,medical devices,5.704602552
laboratoires pred,44.63,0.44,france,,2.92504587,0.5627344727,medical devices,1.743890172
"reichert, inc",42.9,-78.69,united states,,1.409205104,10,medical devices,5.704602552
medifab ltd.,-43.53,172.63,new zealand,,2.450518329,0.04168403501,medical devices,1.246101182
hely & weber orthopedics,34.35,-119.05,united states,,1.409205104,10,medical devices,5.704602552
menicon,52.77,6.9,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
al mofadaly est.,24.68,46.72,saudi arabia,,4.534072729,0.1208837015,medical devices,2.327478215
corelink surgical,38.62,-90.19,united states,,1.409205104,10,medical devices,5.704602552
inmode aesthetic solutions,33.64,-117.68,united states,,1.409205104,10,medical devices,5.704602552
diagnósticos gamma,-26.82,-65.22,argentina,,4.83545247,0.2000833681,medical devices,2.517767919
nanjing superstar medical equipment co. ltd,32.06,118.77,china,,7.677079716,2.530220925,medical devices,5.103650321
ortobio - industria e comercio de produtos ortopedicos,-23.42,-51.93,brazil,,4.538669294,1.033764068,medical devices,2.786216681
good samaritian hospital,40.34,-76.41,united states,,1.409205104,10,medical devices,5.704602552
"vitaldyne, inc",45.07,-94.18,united states,,1.409205104,10,medical devices,5.704602552
integrated medical industries,4.77,7.01,nigeria,,8.410644044,0.02917882451,medical devices,4.219911434
carewell health care,28.51,99.01,china,,7.677079716,2.530220925,medical devices,5.103650321
truabutment inc.,33.66,-117.82,united states,,1.409205104,10,medical devices,5.704602552
dental wings gmbh,50.83,12.91,germany,,2.830650556,0.9170487703,medical devices,1.873849663
bioteknica,25.72,-80.26,united states,,1.409205104,10,medical devices,5.704602552
better living now,40.82,-73.2,united states,,1.409205104,10,medical devices,5.704602552
abimade industria e comercio de produtos médicos ltda.,-23.45,-46.91,brazil,,4.538669294,1.033764068,medical devices,2.786216681
mentor medical systems b.v.,52.15,4.49,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
titan orthopaedic sales llc.,32.95,-96.83,united states,,1.409205104,10,medical devices,5.704602552
emphasys industrial,-23.21,-47.52,brazil,,4.538669294,1.033764068,medical devices,2.786216681
"sunrise technologies international, inc.",37.54,-121.98,united states,,1.409205104,10,medical devices,5.704602552
school health corporation,42.08,-88.01,united states,,1.409205104,10,medical devices,5.704602552
reina imaging,42.24,-88.31,united states,,1.409205104,10,medical devices,5.704602552
westcoast brace & limb,27.94,-82.45,united states,,1.409205104,10,medical devices,5.704602552
mobile images,35.04,-85.3,united states,,1.409205104,10,medical devices,5.704602552
orthohelix,41.13,-81.86,united states,,1.409205104,10,medical devices,5.704602552
sun optical technologies plc,9.02,38.74,ethiopia,,9.840240504,0.008336807003,medical devices,4.924288656
neuromotion,52.26,6.78,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
s4s dental laboratory,53.45,-1.25,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
tracpatch technology,38.68,-121.08,united states,,1.409205104,10,medical devices,5.704602552
aycan medical systems,43.15,-77.61,united states,,1.409205104,10,medical devices,5.704602552
instituto maringá de imagem s/s,-23.42,-51.93,brazil,,4.538669294,1.033764068,medical devices,2.786216681
speedycare polska,49.7,21.75,poland,,3.566789798,0.141725719,medical devices,1.854257758
bard medical,34.83,-81.99,united states,,1.409205104,10,medical devices,5.704602552
titan spine,43.21,-88.03,united states,,1.409205104,10,medical devices,5.704602552
cru-mar c.a.,10.06,-69.35,venezuela,,,0.02917882451,medical devices,
"shanghai weyuan medical device co., ltd",31.22,121.45,china,,7.677079716,2.530220925,medical devices,5.103650321
octamed sağlık ürünleri san. ve tic.a.ş,40.82,29.3,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
resmedical equipamentos hospitalares,-8.01,-34.95,brazil,,4.538669294,1.033764068,medical devices,2.786216681
biotec del paraguay sa,-25.26,-57.66,paraguay,,7.343788948,0.01667361401,medical devices,3.680231281
jade precision medical components,40.12,-75.06,united states,,1.409205104,10,medical devices,5.704602552
henry schein new zealand,-36.8,174.75,new zealand,,2.450518329,0.04168403501,medical devices,1.246101182
medical international group mig,36.17,-115.13,united states,,1.409205104,10,medical devices,5.704602552
mindray brasil,-23.47,-46.66,brazil,,4.538669294,1.033764068,medical devices,2.786216681
cambus medical,53.24,-9.3,ireland,,0,0.1375573155,medical devices,0.06877865777
trimed,34.44,-118.6,united states,,1.409205104,10,medical devices,5.704602552
hammarplast medical ab,58.5,13.16,sweden,,2.304630783,0.1375573155,medical devices,1.221094049
omicronlab,25.67,-100.31,mexico,,3.692419571,0.3334722801,medical devices,2.012945926
medireva b.v.,50.85,5.68,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
rose medical,42.96,-85.66,united states,,1.409205104,10,medical devices,5.704602552
safilens,45.8,13.5,italy,,3.351028959,0.7669862443,medical devices,2.059007602
austin air systems ltd,42.88,-78.87,united states,,1.409205104,10,medical devices,5.704602552
soleko - soft lens kontact societa  per azioni,41.46,13.66,italy,,3.351028959,0.7669862443,medical devices,2.059007602
apexmed international b.v.,52.35,4.91,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
dss imagetech pvt ltd,28.6,77.2,india,,5.617063078,1.092121717,medical devices,3.354592398
tyber medical,40.62,-75.37,united states,,1.409205104,10,medical devices,5.704602552
orgentec diagnostika gmbh,50,8.27,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"denjoy dental co,ltd",28.19,112.97,china,,7.677079716,2.530220925,medical devices,5.103650321
"spr therapeutics, llc",41.49,-81.69,united states,,1.409205104,10,medical devices,5.704602552
transcoject gmbh,54.07,9.98,germany,,2.830650556,0.9170487703,medical devices,1.873849663
"foshan bangzhe medical technology co.,ltd",29.1,93.1,china,,7.677079716,2.530220925,medical devices,5.103650321
clinlogix,40.2,-75.25,united states,,1.409205104,10,medical devices,5.704602552
pulse systems,37.97,-122.03,united states,,1.409205104,10,medical devices,5.704602552
connect dme,36.15,-95.99,united states,,1.409205104,10,medical devices,5.704602552
somnomedics gmbh,49.76,9.98,germany,,2.830650556,0.9170487703,medical devices,1.873849663
dental evolution,25.77,-80.19,united states,,1.409205104,10,medical devices,5.704602552
track of surgical,32.49,74.53,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
specialty appliances orthodontic laboratory,34.2,-84.14,united states,,1.409205104,10,medical devices,5.704602552
"medax international, inc.",40.76,-111.89,united states,,1.409205104,10,medical devices,5.704602552
"euromed, inc.",41.04,-73.95,united states,,1.409205104,10,medical devices,5.704602552
bhio supply,-29.85,-51.16,brazil,,4.538669294,1.033764068,medical devices,2.786216681
venosan north america,35.7,-79.81,united states,,1.409205104,10,medical devices,5.704602552
robotik technology,50.52,2.64,france,,2.92504587,0.5627344727,medical devices,1.743890172
rs medical,45.63,-122.66,united states,,1.409205104,10,medical devices,5.704602552
mediplast ab,55.56,13.01,sweden,,2.304630783,0.1375573155,medical devices,1.221094049
precilens,48.79,2.46,france,,2.92504587,0.5627344727,medical devices,1.743890172
erhardt transitarios sl,43.26,-2.93,spain,,3.317899351,0.6252605252,medical devices,1.971579938
genepoc,46.8,-71.25,canada,,2.931045997,0.4918716132,medical devices,1.711458805
quirúrgicos ltda.,4.64,-74.06,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
centric medical,42.16,-88.42,united states,,1.409205104,10,medical devices,5.704602552
uab girteka logistics,59.91,10.75,norway,,4.033881268,0.06669445602,medical devices,2.050287862
hanzamedic,30.03,31.47,egypt,,,0.05002084202,medical devices,
"beijing noble laser technology co, ltd",39.9,116.39,china,,7.677079716,2.530220925,medical devices,5.103650321
"biomedical instruments co., ltd.",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
asante solutions,37.42,-121.9,united states,,1.409205104,10,medical devices,5.704602552
metalsmith co. mfg.,32.49,74.53,pakistan,,7.75782833,0.2709462276,medical devices,4.014387279
elite international medical &lab equipment. شركة النخبة الدولية للأجهزة الطبية والمختبرية,36.18,44.01,iraq,,7.226585768,0.008336807003,medical devices,3.617461288
perúmakers,-12.04,-77.02,peru,,5.610056712,0.1458941226,medical devices,2.877975417
transmol logistica sl,40.42,-3.53,spain,,3.317899351,0.6252605252,medical devices,1.971579938
aeonlife,51.33,12.37,germany,,2.830650556,0.9170487703,medical devices,1.873849663
dre medical equipment,38.25,-85.75,united states,,1.409205104,10,medical devices,5.704602552
synektik s.a.,52.22,21.01,poland,,3.566789798,0.141725719,medical devices,1.854257758
lookskart.com,27.7,85.32,nepal,,8.228343976,0.008336807003,medical devices,4.118340392
life 1 medical alarm,26.12,-80.14,united states,,1.409205104,10,medical devices,5.704602552
depuy international limited,53.7,-1.58,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
pulmonary solutions,36.17,-115.13,united states,,1.409205104,10,medical devices,5.704602552
blanchard contact lenses,42.99,-71.45,united states,,1.409205104,10,medical devices,5.704602552
medix brasil,-24.95,-53.45,brazil,,4.538669294,1.033764068,medical devices,2.786216681
"smartgraft by vision medical, inc.",39.91,-75.49,united states,,1.409205104,10,medical devices,5.704602552
crystalvue medical,24.99,121.29,taiwan,,,0.1292205085,medical devices,
smit medimed- orthopaedic implants manufacturer & exporter,23.02,72.58,india,,5.617063078,1.092121717,medical devices,3.354592398
"conductive technologies, inc.",39.96,-76.72,united states,,1.409205104,10,medical devices,5.704602552
pentaferte italia s.r.l.,42.72,13.68,italy,,3.351028959,0.7669862443,medical devices,2.059007602
de la torre prosthetics,40.44,-79.99,united states,,1.409205104,10,medical devices,5.704602552
"corpak medsystems, inc.",42.15,-87.95,united states,,1.409205104,10,medical devices,5.704602552
"nova ortho-med, inc. dba nova medical products",33.83,-118.28,united states,,1.409205104,10,medical devices,5.704602552
aero healthcare,41.11,-73.95,united states,,1.409205104,10,medical devices,5.704602552
"integra luxtec, inc.",42.36,-71.78,united states,,1.409205104,10,medical devices,5.704602552
"align technology, b.v.",52.35,4.91,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
sigvaris polska,52.23,21.04,poland,,3.566789798,0.141725719,medical devices,1.854257758
"ningbo makeheat electrical appliance co., ltd",29.87,121.54,china,,7.677079716,2.530220925,medical devices,5.103650321
knight dental group,28.03,-82.66,united states,,1.409205104,10,medical devices,5.704602552
clb integrated solutions b.v.,51.69,4.87,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
drsmile,52.51,13.4,germany,,2.830650556,0.9170487703,medical devices,1.873849663
medenvíos healthcare,25.77,-80.19,united states,,1.409205104,10,medical devices,5.704602552
unilever medical corp,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
innvolution med system,28.63,77.22,india,,5.617063078,1.092121717,medical devices,3.354592398
multilab,-12.04,-77.02,peru,,5.610056712,0.1458941226,medical devices,2.877975417
zhongshan lebo medical equipment company limited,21.32,110.58,china,,7.677079716,2.530220925,medical devices,5.103650321
omc healthcare (pvt.) ltd.,23.72,90.4,bangladesh,,7.393538605,0.02501042101,medical devices,3.709274513
"baebies, inc.",35.99,-78.89,united states,,1.409205104,10,medical devices,5.704602552
adonis medical systems,30.67,76.72,india,,5.617063078,1.092121717,medical devices,3.354592398
serres oy,60.25,24.66,finland,,3.406918135,0.04585243852,medical devices,1.726385287
orthopro inc,35.79,-78.78,united states,,1.409205104,10,medical devices,5.704602552
chartwell home therapies,41.05,-73.82,united states,,1.409205104,10,medical devices,5.704602552
"shanghai utrao medical instrument co., ltd",31.22,121.45,china,,7.677079716,2.530220925,medical devices,5.103650321
orthosolutions,53.8,-1.58,united kingdom,,2.725057509,0.7711546478,medical devices,1.748106079
care and comfort,50.61,3.15,france,,2.92504587,0.5627344727,medical devices,1.743890172
pera medikal ltd,41.03,28.98,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
dentavision,-33.73,151,australia,,2.434228884,0.116715298,medical devices,1.275472091
dna kit|sample collection swab|medical swab,22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
visole group of companies,25.35,55.4,united arab emirates,,3.907030444,0.07919966653,medical devices,1.993115055
tipmed medi̇kal,38.48,27.25,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
produtos hospitalares medblanc,-24.95,-53.45,brazil,,4.538669294,1.033764068,medical devices,2.786216681
cvrx,44.98,-93.26,united states,,1.409205104,10,medical devices,5.704602552
"pharmasmart international, inc",43.15,-77.61,united states,,1.409205104,10,medical devices,5.704602552
nes dental solutions pvt. ltd.,9.97,76.57,india,,5.617063078,1.092121717,medical devices,3.354592398
anpac bio-medical science company,38.58,-121.49,united states,,1.409205104,10,medical devices,5.704602552
ata diagnostik ltd. şti.,39.86,32.84,turkey,,4.970409757,0.3834931221,medical devices,2.67695144
dentamed (cr) s.r.o,50.08,14.42,czechia,,,0.05418924552,medical devices,
arteriocyte,42.22,-71.52,united states,,1.409205104,10,medical devices,5.704602552
victor - g. & company,26.46,80.35,india,,5.617063078,1.092121717,medical devices,3.354592398
jon & die medical,-2.19,-79.88,ecuador,,5.886653693,0.07919966653,medical devices,2.98292668
motek medical,52.35,4.91,netherlands,,2.534361494,0.3126302626,medical devices,1.423495878
meyer lab,-25.33,-57.53,paraguay,,7.343788948,0.01667361401,medical devices,3.680231281
"shenzhen bestman instrument co., ltd.",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
damplaid sa,37.98,23.73,greece,,4.688564847,0.02501042101,medical devices,2.356787634
reagen llc,39.96,-74.94,united states,,1.409205104,10,medical devices,5.704602552
wisam medical equipment,33.5,36.3,syria,,,0.0125052105,medical devices,
touch bionics,42.03,-71.21,united states,,1.409205104,10,medical devices,5.704602552
ilderton conversion co,35.95,-80,united states,,1.409205104,10,medical devices,5.704602552
grupo oncogyn,-12.11,-77.05,peru,,5.610056712,0.1458941226,medical devices,2.877975417
crest healthcare supply,45.08,-94.3,united states,,1.409205104,10,medical devices,5.704602552
lamed healthcare pvt. ltd.,28.41,77.31,india,,5.617063078,1.092121717,medical devices,3.354592398
hospedia medicare private limited - led ot lights,28.46,77.02,india,,5.617063078,1.092121717,medical devices,3.354592398
oxygo,28.53,-81.37,united states,,1.409205104,10,medical devices,5.704602552
peerless surgical,35.22,-80.84,united states,,1.409205104,10,medical devices,5.704602552
tian ips,3.58,-76.25,colombia,,3.752916161,0.3209670696,medical devices,2.036941615
welcraft healthcare pvt. ltd.,12.16,75.33,india,,5.617063078,1.092121717,medical devices,3.354592398
